invoice,date,store,before vat,Vat,Total,price,quantity,before vat,Vat,Total,
1707X09181,10-07-2017,1293, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1707X09208,10-07-2017,1453," 1,082.40 ", 75.77 ," 1,158.17 ",27.06, 40.00 ," 1,082.40 ", 75.77 ," 1,158.17 ",
1707X09209,10-07-2017,1485, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1707X09507,10-07-2017,1433, 676.50 , 47.36 , 723.86 ,27.06, 25.00 , 676.50 , 47.36 , 723.86 ,
1707X09508,10-07-2017,1407, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1707X09509,10-07-2017,1721," 1,082.40 ", 75.77 ," 1,158.17 ",27.06, 40.00 ," 1,082.40 ", 75.77 ," 1,158.17 ",
1707X09510,10-07-2017,2235, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X09511,10-07-2017,1490, 216.48 , 15.15 , 231.63 ,27.06, 8.00 , 216.48 , 15.15 , 231.63 ,
1707X09547,10-07-2017,1443, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X09548,10-07-2017,1202, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1707X09549,10-07-2017,1556, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1707X09550,10-07-2017,1369, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X09594,10-07-2017,1558, 430.20 , 30.11 , 460.31 ,28.68, 15.00 , 430.20 , 30.11 , 460.31 ,
1707X09595,10-07-2017,1638, 430.20 , 30.11 , 460.31 ,28.68, 15.00 , 430.20 , 30.11 , 460.31 ,
1707X09596,10-07-2017,1643, 344.16 , 24.09 , 368.25 ,28.68, 12.00 , 344.16 , 24.09 , 368.25 ,
1707X09627,10-07-2017,1452, 729.00 , 51.03 , 780.03 ,29.16, 25.00 , 729.00 , 51.03 , 780.03 ,
1707X09628,10-07-2017,1707, 344.16 , 24.09 , 368.25 ,28.68, 12.00 , 344.16 , 24.09 , 368.25 ,
1707X09822,10-07-2017,1595, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1707X09864,10-07-2017,1402, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X09865,10-07-2017,1312, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1707X09866,10-07-2017,1668, 270.60 , 18.94 , 289.54 ,27.06, 10.00 , 270.60 , 18.94 , 289.54 ,
1707X09867,10-07-2017,1616, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X09868,10-07-2017,1609, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X09869,10-07-2017,1445, 270.60 , 18.94 , 289.54 ,27.06, 10.00 , 270.60 , 18.94 , 289.54 ,
1707X09906,10-07-2017,1652, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X09907,10-07-2017,1512, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X09908,10-07-2017,1686, 270.60 , 18.94 , 289.54 ,27.06, 10.00 , 270.60 , 18.94 , 289.54 ,
1707X10015,10-07-2017,1555, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1707X10016,10-07-2017,1437, 947.10 , 66.30 ," 1,013.40 ",27.06, 35.00 , 947.10 , 66.30 ," 1,013.40 ",
1707X10017,10-07-2017,1545, 270.60 , 18.94 , 289.54 ,27.06, 10.00 , 270.60 , 18.94 , 289.54 ,
,,," 344,126.40 "," 24,088.73 "," 368,215.13 ",,," 344,126.40 "," 24,088.85 "," 368,215.25 ", (0.12)
